State,Class,System,International Roughness Index,Value
Louisiana,Rural (miles),Major Collector,Less than 60,161.37122
Kentucky,Rural (miles),Major Collector,Less than 60,162.39953
Kansas,Rural (miles),Major Collector,Less than 60,963.63435
Iowa,Rural (miles),Major Collector,Less than 60,0
Indiana,Rural (miles),Major Collector,Less than 60,287.99332
Illinois,Rural (miles),Major Collector,Less than 60,975.55729
Idaho,Rural (miles),Major Collector,Less than 60,76.5643
Hawaii,Rural (miles),Major Collector,Less than 60,0.677
Georgia,Rural (miles),Major Collector,Less than 60,702.94586
Florida,Rural (miles),Major Collector,Less than 60,736.60465
District of Columbia,Rural (miles),Major Collector,Less than 60,0
Delaware,Rural (miles),Major Collector,Less than 60,71.90232
Connecticut,Rural (miles),Major Collector,Less than 60,3.0242
Colorado,Rural (miles),Major Collector,Less than 60,158.21812
California,Rural (miles),Major Collector,Less than 60,531.48919
Arkansas,Rural (miles),Major Collector,Less than 60,0
Arizona,Rural (miles),Major Collector,Less than 60,340.02388
Alaska,Rural (miles),Major Collector,Less than 60,97.56674
Alabama,Rural (miles),Major Collector,Less than 60,1532.6324
United States,Rural (miles),Major Collector,Less than 60,21125.78722
Wyoming,Rural (miles),Interstate,More than 220,1.032
Wisconsin,Rural (miles),Interstate,More than 220,2.36
West Virginia,Rural (miles),Interstate,More than 220,2
Washington,Rural (miles),Interstate,More than 220,7.14
Virginia,Rural (miles),Interstate,More than 220,0.353
Vermont,Rural (miles),Interstate,More than 220,0.119
Utah,Rural (miles),Interstate,More than 220,0.2
Texas,Rural (miles),Interstate,More than 220,2.592
Tennessee,Rural (miles),Interstate,More than 220,0.472
South Dakota,Rural (miles),Interstate,More than 220,0.334
South Carolina,Rural (miles),Interstate,More than 220,7.4
Rhode Island,Rural (miles),Interstate,More than 220,0.015
Pennsylvania,Rural (miles),Interstate,More than 220,8.215
Oregon,Rural (miles),Interstate,More than 220,0.7
Oklahoma,Rural (miles),Interstate,More than 220,3.6
Ohio,Rural (miles),Interstate,More than 220,3.727
North Dakota,Rural (miles),Interstate,More than 220,0.1
North Carolina,Rural (miles),Interstate,More than 220,1.126
New York,Rural (miles),Interstate,More than 220,8.09
New Mexico,Rural (miles),Interstate,More than 220,6.397
New Jersey,Rural (miles),Interstate,More than 220,0.05
New Hampshire,Rural (miles),Interstate,More than 220,0
Nevada,Rural (miles),Interstate,More than 220,0.238
Nebraska,Rural (miles),Interstate,More than 220,2.1
Montana,Rural (miles),Interstate,More than 220,3.7
Missouri,Rural (miles),Interstate,More than 220,0.651
Mississippi,Rural (miles),Interstate,More than 220,1.653
Minnesota,Rural (miles),Interstate,More than 220,1.743
Michigan,Rural (miles),Interstate,More than 220,4.545
Massachusetts,Rural (miles),Interstate,More than 220,0.6
Maryland,Rural (miles),Interstate,More than 220,0.839
Maine,Rural (miles),Interstate,More than 220,1.1
Louisiana,Rural (miles),Interstate,More than 220,1.91
Kentucky,Rural (miles),Interstate,More than 220,2.513
Kansas,Rural (miles),Interstate,More than 220,0.749
Iowa,Rural (miles),Interstate,More than 220,1.676
Indiana,Rural (miles),Interstate,More than 220,11.066
Illinois,Rural (miles),Interstate,More than 220,6.48
Idaho,Rural (miles),Interstate,More than 220,1.699
Hawaii,Rural (miles),Interstate,More than 220,0
Georgia,Rural (miles),Interstate,More than 220,1.602
Florida,Rural (miles),Interstate,More than 220,0.952
District of Columbia,Rural (miles),Interstate,More than 220,0
Delaware,Rural (miles),Interstate,More than 220,0
Connecticut,Rural (miles),Interstate,More than 220,0.11
Colorado,Rural (miles),Interstate,More than 220,6.4
California,Rural (miles),Interstate,More than 220,11.966
Arkansas,Rural (miles),Interstate,More than 220,3.04
Arizona,Rural (miles),Interstate,More than 220,8
Alaska,Rural (miles),Interstate,More than 220,23.529
Alabama,Rural (miles),Interstate,More than 220,4.195
United States,Rural (miles),Interstate,More than 220,172.65
Wyoming,Rural (miles),Interstate,195-220,1.57
Wisconsin,Rural (miles),Interstate,195-220,2.96
West Virginia,Rural (miles),Interstate,195-220,1.4
Washington,Rural (miles),Interstate,195-220,7.53
Virginia,Rural (miles),Interstate,195-220,0.418
Vermont,Rural (miles),Interstate,195-220,0.1
Utah,Rural (miles),Interstate,195-220,0.3
Texas,Rural (miles),Interstate,195-220,3.628
Tennessee,Rural (miles),Interstate,195-220,1.8
South Dakota,Rural (miles),Interstate,195-220,1.157
South Carolina,Rural (miles),Interstate,195-220,6.29
Rhode Island,Rural (miles),Interstate,195-220,0
Pennsylvania,Rural (miles),Interstate,195-220,7.176
Oregon,Rural (miles),Interstate,195-220,1.16
Oklahoma,Rural (miles),Interstate,195-220,4.781
Ohio,Rural (miles),Interstate,195-220,2.362
North Dakota,Rural (miles),Interstate,195-220,0.3
North Carolina,Rural (miles),Interstate,195-220,1.1
New York,Rural (miles),Interstate,195-220,5.88
New Mexico,Rural (miles),Interstate,195-220,4.393
New Jersey,Rural (miles),Interstate,195-220,0.23
New Hampshire,Rural (miles),Interstate,195-220,0.1
Nevada,Rural (miles),Interstate,195-220,0.7
Nebraska,Rural (miles),Interstate,195-220,1.2
Montana,Rural (miles),Interstate,195-220,2.6
Missouri,Rural (miles),Interstate,195-220,1.5
Mississippi,Rural (miles),Interstate,195-220,2.311
Minnesota,Rural (miles),Interstate,195-220,3.626
Michigan,Rural (miles),Interstate,195-220,4.925
Massachusetts,Rural (miles),Interstate,195-220,0.42
Maryland,Rural (miles),Interstate,195-220,0.293
Maine,Rural (miles),Interstate,195-220,1.7
Louisiana,Rural (miles),Interstate,195-220,4.16
Kentucky,Rural (miles),Interstate,195-220,1.585
Kansas,Rural (miles),Interstate,195-220,1.4
Iowa,Rural (miles),Interstate,195-220,1.324
Indiana,Rural (miles),Interstate,195-220,7.645
Illinois,Rural (miles),Interstate,195-220,5.81
Idaho,Rural (miles),Interstate,195-220,0.693
Hawaii,Rural (miles),Interstate,195-220,0
Georgia,Rural (miles),Interstate,195-220,1.319
Florida,Rural (miles),Interstate,195-220,0.705
District of Columbia,Rural (miles),Interstate,195-220,0
Delaware,Rural (miles),Interstate,195-220,0
Connecticut,Rural (miles),Interstate,195-220,0.2
Colorado,Rural (miles),Interstate,195-220,12.286
California,Rural (miles),Interstate,195-220,8.8
Arkansas,Rural (miles),Interstate,195-220,2.5
Arizona,Rural (miles),Interstate,195-220,4.4
Alaska,Rural (miles),Interstate,195-220,21.168
Alabama,Rural (miles),Interstate,195-220,1.216
United States,Rural (miles),Interstate,195-220,153.924
Wyoming,Rural (miles),Interstate,171-194,5.141
Wisconsin,Rural (miles),Interstate,171-194,6.23
West Virginia,Rural (miles),Interstate,171-194,3.64
Washington,Rural (miles),Interstate,171-194,8.74
Virginia,Rural (miles),Interstate,171-194,1.618
Vermont,Rural (miles),Interstate,171-194,1
Utah,Rural (miles),Interstate,171-194,1.08
Texas,Rural (miles),Interstate,171-194,8.965
Tennessee,Rural (miles),Interstate,171-194,2.843
South Dakota,Rural (miles),Interstate,171-194,1.777
South Carolina,Rural (miles),Interstate,171-194,9.791
Rhode Island,Rural (miles),Interstate,171-194,0
Pennsylvania,Rural (miles),Interstate,171-194,10.6
Oregon,Rural (miles),Interstate,171-194,0.94
Oklahoma,Rural (miles),Interstate,171-194,7.3
Ohio,Rural (miles),Interstate,171-194,5.499
North Dakota,Rural (miles),Interstate,171-194,1.4
North Carolina,Rural (miles),Interstate,171-194,4.5
New York,Rural (miles),Interstate,171-194,7.4
New Mexico,Rural (miles),Interstate,171-194,5.914
New Jersey,Rural (miles),Interstate,171-194,0.13
New Hampshire,Rural (miles),Interstate,171-194,0.1
Nevada,Rural (miles),Interstate,171-194,1.736
Nebraska,Rural (miles),Interstate,171-194,4.25
Montana,Rural (miles),Interstate,171-194,5.1
Missouri,Rural (miles),Interstate,171-194,3.2
Mississippi,Rural (miles),Interstate,171-194,6.216
Minnesota,Rural (miles),Interstate,171-194,8.891
Michigan,Rural (miles),Interstate,171-194,9.021
Massachusetts,Rural (miles),Interstate,171-194,0.5
Maryland,Rural (miles),Interstate,171-194,0.672
Maine,Rural (miles),Interstate,171-194,4.08
Louisiana,Rural (miles),Interstate,171-194,12.363
Kentucky,Rural (miles),Interstate,171-194,4.311
Kansas,Rural (miles),Interstate,171-194,3.204
Iowa,Rural (miles),Interstate,171-194,2.738
Indiana,Rural (miles),Interstate,171-194,13.702
Illinois,Rural (miles),Interstate,171-194,9.79
Idaho,Rural (miles),Interstate,171-194,2.051
Hawaii,Rural (miles),Interstate,171-194,0
Georgia,Rural (miles),Interstate,171-194,4.061
Florida,Rural (miles),Interstate,171-194,1.832
District of Columbia,Rural (miles),Interstate,171-194,0
Delaware,Rural (miles),Interstate,171-194,0
Connecticut,Rural (miles),Interstate,171-194,0.15
Colorado,Rural (miles),Interstate,171-194,21.408
California,Rural (miles),Interstate,171-194,16.641
Arkansas,Rural (miles),Interstate,171-194,4.543
Arizona,Rural (miles),Interstate,171-194,7.2
Alaska,Rural (miles),Interstate,171-194,35.994
Alabama,Rural (miles),Interstate,171-194,2.809
United States,Rural (miles),Interstate,171-194,283.18
Wyoming,Rural (miles),Interstate,145-170,8.433
Wisconsin,Rural (miles),Interstate,145-170,18.21
West Virginia,Rural (miles),Interstate,145-170,4.824
Washington,Rural (miles),Interstate,145-170,11.08
Virginia,Rural (miles),Interstate,145-170,5.138
Vermont,Rural (miles),Interstate,145-170,3.104
Utah,Rural (miles),Interstate,145-170,4.014
Texas,Rural (miles),Interstate,145-170,26.155
Tennessee,Rural (miles),Interstate,145-170,5.942
South Dakota,Rural (miles),Interstate,145-170,7.755
South Carolina,Rural (miles),Interstate,145-170,17.063
Rhode Island,Rural (miles),Interstate,145-170,0.221
Pennsylvania,Rural (miles),Interstate,145-170,23.74
Oregon,Rural (miles),Interstate,145-170,4.3
Oklahoma,Rural (miles),Interstate,145-170,15.594
Ohio,Rural (miles),Interstate,145-170,13.601
North Dakota,Rural (miles),Interstate,145-170,1.032
North Carolina,Rural (miles),Interstate,145-170,6.919
New York,Rural (miles),Interstate,145-170,20.67
New Mexico,Rural (miles),Interstate,145-170,17.224
New Jersey,Rural (miles),Interstate,145-170,0.5
New Hampshire,Rural (miles),Interstate,145-170,0.7
Nevada,Rural (miles),Interstate,145-170,3.367
Nebraska,Rural (miles),Interstate,145-170,7.8
Montana,Rural (miles),Interstate,145-170,14.286
Missouri,Rural (miles),Interstate,145-170,6.459
Mississippi,Rural (miles),Interstate,145-170,12.517
